,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,110,0,22,10,68,5,18,0,3,41,14,6,2,0,2,0,2,5,9,2,0,9,2,2,0,1,0,0,0,1,4,0,0,23,0,1,0,4,1,0,22,49,1,4
palitravideo,0,24,0,5,4,2,5,1,6,1,0,1,0,0,5,10,7,4,1,8,2,0,1,1,0,3,0,1,1,4,2,0,0,1,6,0,1,2,0,0,4,2,0,0
mpn,22,0,26,6,18,0,2,0,0,13,4,2,0,0,1,0,0,0,1,1,0,3,0,1,0,0,0,0,0,2,2,0,0,10,0,1,0,1,1,0,11,18,0,1
ghn,10,5,6,47,11,2,11,5,8,13,3,1,4,2,20,4,19,15,8,8,0,3,5,14,0,6,1,1,5,12,3,1,0,7,0,2,1,17,1,0,9,10,1,1
rustavi2,68,4,18,11,99,2,16,0,12,33,8,3,1,0,3,8,3,3,4,5,0,6,2,0,1,2,0,1,2,6,7,0,0,18,0,0,1,2,1,0,21,34,1,4
bpn,5,2,0,2,2,18,5,0,4,3,1,0,0,0,3,3,1,6,8,2,0,1,0,1,2,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,3,0,0
ipn,18,5,2,11,16,5,52,1,15,15,3,0,5,0,13,7,11,7,2,8,0,5,3,6,5,3,0,1,5,6,2,1,1,5,3,0,2,11,0,0,11,12,0,0
publika,0,1,0,5,0,0,1,17,0,1,0,0,0,3,10,2,11,9,0,5,0,0,4,10,1,1,0,0,5,9,0,3,0,0,0,1,0,7,0,0,3,0,0,0
palitranews,3,6,0,8,12,4,15,0,41,2,1,2,5,0,11,1,7,5,4,7,0,3,3,5,1,6,0,1,4,4,2,0,0,1,1,0,3,9,0,0,6,1,1,1
1tv,41,1,13,13,33,3,15,1,2,93,4,7,3,0,8,2,8,2,3,6,0,9,4,2,2,0,0,0,1,4,3,1,0,15,0,0,0,6,3,0,20,31,0,1
postv,14,0,4,3,8,1,3,0,1,4,14,1,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,11,0,1
tiflisnews,6,1,2,1,3,0,0,0,2,7,1,17,0,0,0,2,1,0,0,5,1,3,1,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,3,0,0,0
sova,2,0,0,4,1,0,5,0,5,3,0,0,36,1,4,0,3,3,1,2,0,1,3,3,0,1,0,1,2,2,0,0,0,0,0,0,1,6,0,0,1,2,1,0
netgazeti,0,0,0,2,0,0,0,3,0,0,0,0,1,9,3,1,2,2,1,1,0,0,1,6,1,1,0,0,1,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0
mtavari,2,5,1,20,3,3,13,10,11,8,1,0,4,3,57,7,24,26,7,17,0,1,3,21,1,14,1,0,9,16,1,2,0,1,4,0,1,23,2,0,12,2,0,0
metronome-mix,0,10,0,4,8,3,7,2,1,2,0,2,0,1,7,38,9,4,2,12,3,0,1,2,4,0,0,2,3,3,1,0,0,0,4,1,0,2,0,0,2,3,0,0
tvpirveli,2,7,0,19,3,1,11,11,7,8,0,1,3,2,24,9,62,24,8,16,0,1,10,20,0,9,0,1,9,11,0,4,0,0,2,3,0,22,1,0,14,1,0,0
on,5,4,0,15,3,6,7,9,5,2,2,0,3,2,26,4,24,45,9,13,0,1,4,15,1,9,1,1,7,18,0,3,0,0,2,1,0,19,1,0,10,2,0,0
bm,9,1,1,8,4,8,2,0,4,3,0,0,1,1,7,2,8,9,36,8,1,0,1,6,0,2,0,0,2,5,2,0,0,3,0,1,0,8,0,0,4,2,1,0
alia,2,8,1,8,5,2,8,5,7,6,0,5,2,1,17,12,16,13,8,44,1,1,2,8,2,3,1,1,2,13,2,0,0,1,2,0,1,13,1,0,8,3,0,0
